text,label
It's an amazing game l really like it Even if someone didn't watch the anime or manhwa he can still know the story through this game,positif
"solo leveling From the name itself it becomes clear that it will be a game like solo leveling and that is right, it is exactly like the story and this game is very fun, tough, easy and interesting as well. I enjoy playing it a lot and I also enjoy doing quests in it. This game is full of fun. Whatever I say about it, it is very less but it consumes a lot of net to play it and it also takes time to open but it doesn't hang and its quality is also great, to the extent that it even has a guild 😉",positif
it is a nice game that I've played but it says when i try to join it says server security error pls try again,netral
"this is not good my phone just got stuck! game just won't load after installation, even after 100% download table!!!",negatif
insufficient soldiers came in shadow soldiers,negatif
very bad game download many files disgusting very bad,negatif
☺️,positif
cant play after the update game always shutsdown,netral
"This game of course is beautiful but the file size is 7gb on just startup,and you need to download additional files each time you finish some levels,so if your phone isn't at least 512gb just don't !!",positif
worst server ever. loose connectivity multiple times. this problem never fixed and never will be.,negatif
there are so many bugs the skill of sung Jinhoo is missing when started the quest..even I restarted the game still the skill is missing..,negatif
Great,positif
awesome and it should also be a PLAYSTATION GAME,positif
"Whenever I try to download the game file, it crashes 😕",negatif
op and best of the best game ever,positif
very good games,positif
ARISE🫴🔥🔥,positif
it does not loads table,negatif
"wonderful game, manhwa based character, good job for the dev team.... Bugs in this game have been reduced, for those of you who are still experiencing freezing bugs, stuck in loading screens and so on, try lowering the graphics quality first, maybe your phone is not compitable with those setting... W dev L players who have a bad smartphone and blame the game 🤣",positif
this is epic game (:,positif
really nice game,positif
very bad lag and freeze on you,negatif
fantastic game their story part I can't explain unbelievable ❤️,positif
"I just downloaded this game, but I can't seem to get past the loading screen, I have high hopes for this game,please fix it",negatif
Perfetct,positif
"Annoying why update bosses difficulties when you can just add a new one, lower bosses that we have cleared proves our efforts of how far we've become stronger. Now I couldn't easily clear the same boss I need to lower the difficulty which is pretty boring. Instead of climbing up, I'm stepping down. And I don't think management will bother reading players feedback. Ya whatever I'm a lil bored anyway.",negatif
the world's best game solo leveling,positif
very extremely nice game,positif
❤️❤️💙❤️❤️,positif
tooo hard,negatif
this game does not open in my device,positif
very good game but the problem is that it lag so much on my phone,positif
❤️❤️❤️❤️❤️,positif
"It heats up the device very fast ,even 8gb ram isn't enough i think for the game,since it got very hot i couldn't play the game so can't say anything about the actual game so I give 2 stars",negatif
I am stuck at the opening screen,negatif
Excellent game mind-blowing graphics and very good story and this game keeps getting more and more good as time goes on but there are many issues like It won't show tap to play or get stuck at download table,positif
"THE GAME LAGS EVEN ON LOWEST SETTINGS I HAVE MEDIATEK 1080 PROCESSOR, BUT STILL CANT PLAY SMOOTHLY EVEN THOUGH USING IN 60 FPS AND EVERYTHING ON LOW",negatif
I really like this game,positif
"The game is good and pretty fun but after I think the Christmad update, the game has begun lagging quite frequently, often requiring extremely good WiFi for smooth gameplay. The updates add lots of content but slowly its begun lagging more and more",positif
"The only mobile game that I've played for longer than a few months. Despite the long loading times and occasional glitches (which can be slightly annoying) it's still a fun and enjoyable game. The seasonal updates include fun holiday events, the rewards are great for people who aren't able to spend a lot of money on it, and it's a great way to kill some time or relax after a long hard day. The mini games are especially great because it keeps the game fresh and exciting.",positif
"The game is enjoyable and I like that ot stays true to the story with some little added details , I just wish for the developers to make it easier to get essence and I would also like a feature that allows you to transfer just cosmetics(frames,costumes,ect) over to another account and then you would lose it on the current account ,my only issue is that it's not all too optimized for mobile , great game and highly recommended , thank you netmarble !",positif
"1. **Compelling Storyline:** The narrative is a major draw. Players follow Jinwoo Sung from his humble beginnings as the weakest hunter to becoming the ultimate powerhouse. The rich lore and character development keep players engaged throughout their journey. ### 2. **Dynamic Combat Mechanics:** The game features fast-paced, action-oriented combat. Players can seamlessly switch between skills and attacks, allowing for a fluid battle experience.",positif
World rank 3 fir delete kardiya kyu ki ichha Shakti mar geya,positif
I enjoy this game. I hope it well release a multiplayer. for new features.,positif
Greatest game I've played so far❤️‍🔥,positif
it doesn't even detect network even tho I am on 4g/5g network.,negatif
I could have given 5 stars if this game would have open and I could play .. after downloading this game i couldn't open it yet... wasted of my data and time ..,negatif
why my server always get Errors please do something for this..,negatif
wow as the solo leveling fan it just like wow,positif
The game has improved so much from the start to now and it's amazing. I have never played a more enjoyable game like this before. It is a masterpiece. but now I'm giving it one star. It totally became a money hungry game and the devs dont even respects the true strong hunters of the main story.,negatif
deducted a star for this cringe collab,positif
"After installing Solo Leveling: Arise, the game automatically starts downloading and playing animations, which causes the phone’s battery to drain faster. There should be an option to disable these automatic animations to help save battery. I hope the developers will fix this issue in future updates. Otherwise, the game experience is really good.",netral
mere favourite anime car game Hai yah kripya karke aise chalao yaar mere phone mein chal nahin Raha yah game mujhe is game ko khelna hai main bahut jyada excited hun is game ko khelne ke liye yah bahut achcha lagta hai mujhe,positif
gay event loading forever boring gameplay.,negatif
it's an online game...,negatif
عالی بود و خیلی هم خفن,positif
I rly like how I feel like I'm in the anime,positif
very great,positif
Are the pictures of the gameplay legit? I deleted it because it was stuck at 100%,negatif
Since the game is updated it takes a lot of space but it is an interesting game ARISE,positif
I just like solo leveling,positif
I keep getting kick out of the game,negatif
good gaming,positif
Great game Very fun yo play,positif
this is a wonderful game and I like solo leveling Manga and anime because her animation is very cool and I like this manwa and anime,positif
this game is a pay to win and that's sick,netral
it's really one of the best game,positif
My guest account disappeared after a day and I am very upset. I wanted to link my account to Google but I was a little lazy and was supposed to link my account the next day but I no longer have an account and its gone. I hope there is a way to get my account back.,negatif
why i can't open thik game i like to ply this game,positif
Nice app,positif
best game ever brooo,positif
"Hi, I’m facing a sound bug on my Samsung A15 5G. During boss fights or heavy skill effects, a buzzing/crackling sound occurs from the speaker. It doesn’t happen in normal fights. Please fix this in the next patch.",positif
Very nice but the logging problem has,positif
"What I love about netmarble is that they never put ads in their games, and they make it so addicting and enjoyable for anyone to play. They did a really good job",positif
"Bad UX for PC, Must keep signing in every time I launched the game, and the way it can't be full screen, I fr have to see those Taskbar while playing, hopefully the devs takes notes of this for better UX accross all platforms",netral
security alert code 2 !! What is this . I can't even play the game bro 👎🏿,negatif
"fun game, when it works. there are pop-up ads constantly trying to get you to spend money and the worse part is very often (usually in timed boss battles) you'll get hit with a loading circle of doom for 30+ seconds regardless of your internet connection, during which time you can do nothing but move unless you are set to automatic mode. I'd definately never spend money on it, but for a f2p player it's entertaining enough.",netral
it's very good game,netral
I have the worst experience. The fame always stops at the start of the tutorial.,negatif
I think 🤔 you make a multiplayer mod pvp please 🥺,positif
games good but it takes a lot of Data so don't download it when your wifi is low,positif
It's not my type,negatif
4 for little lag in game,positif
storage large amount gening for this game,netral
"Avec la note du jeu, je me disais qu'il était peut-être mauvais... Mais, après avoir téléchargé et joué, je me rends compte par moi-même à quel point ce jeu est excellent !!! J'encourage ceux qui y sont intéressés à le télécharger, vous serez pas déçus.",positif
the best game I played in 2025,positif
This games is on point. You can tell the devs took their time. Updates are awesome as it fixed light issues. Free to play but can spend money if you like and it doesn't affect wether you get stronger or not. Gameplay is smooth with many different modes to be able to get your hunters stronger. Haven't played a game like this in a while. Great job!!!!,positif
My Fav RPG because of my Metor is hear and Insane graphic and also animation,positif
How can I lunch game??,positif
nice game..so detail about the storyline according to manhwa,positif
the game gets stuck when showing how to use ultimate skill and won't do anything,negatif
"This game's consistent issue is that it's a battery drainer. Unlike others, this game will drain your battery if you are not watching it. Also if you turn down the settings a scrolling message goes off to change it. Touch add you removed one of the panels to purchase Summon without cash. Removing it makes a strictly Pay-Only game",negatif
supporting pride month it's sad,negatif
I love this Anime and game 😍😍,positif
Nice gme,positif
this game give is very very nice download it ❤️❤️❣️,positif
this One my Favorite Genre Solo Leveling Anime MMORPG 2025 I love it💖,positif
this game is kinda nice I'm not joking tried it,positif
I enjoy this game but Solo leveling arise banning system detected me worng they give me one Year ban without any reason #stop banning innocent player's,negatif
it too slow to loading the game even if ur using a 16 it still slow,positif
"This game is not designed to be played — it's just for watching. I think the creator is mad. Even if no one is playing, the auto mode still works. In that case, what's the point of creating this? I feel like uninstalling it. It's just a waste of time. The creator must be mad — if the auto can play, then why are we even installing this game? One star also not worth",negatif
My Favourite Anime and Game 💕💕💕💕#Solo Leveling:Arise,positif
best game in the world and grapics,positif
very considerate game for player,positif
Bucket game,negatif
"You have taken all the options for versatility. If I want to play new build I have to chose new weapon, then I have to get 5 same weapons to make it 5 stars, because 1 star won't give damage near the weapon I am already using. Plus it also requires upgrade material,gold. Also why do I have to give gold If I want to swap my artifact. This same star and upgrade material formula applies to all acquired hunters (except jinwoo). So, if you want to use a new hunter, get it's 5 copies, upgrade material",negatif
The worst game dont play,negatif
"After a year of playing, I dare say SLA is one of the best gacha game out there. The game is free to play friendly, I'm also in my top 10 of my servers, where most of them are paid players. The game is more skill based rather than button mashing or getting the top scores through paywall. I'm also able to duplicate most of my characters to its highest advancement, while other games, I have struggled to advance the characters.",positif
"How much cpu/storage/ram does it need , lagging in snapdragon 128gb/6gb Does it run on laptop (bluestacks or other)",negatif
bary bad not daonload,negatif
ABSOLUTELY HORRIBLE AD JUNK PAY TO WIN GARBAGE,negatif
Stop playing after this collaboration with this idol. not everyone likes idols. i prefer it to stay with the story,negatif
Good level up is so nice i like it,positif
decent sword game,positif
Best Game Best Graphics Controller Game,positif
"for what it is, its a good game... but it's also boring and weirdly empty. very easy to stay f2p but also couldn't manage to play this longer than 2 days.",netral
"Takes 50 years to download, beginner tutorial takes half an hour. Dude.. why?",negatif
"After every 3 to 5 minutes, it kicks me out of the game, so I don't really think it is too fun how can I ever level up if I keep getting thrown off the game?",negatif
Best game played until now 😁,positif
this game is unplayable keeps crashing on install screen stuck at 40% patch note can't even do the tutorial supposably what's causing the crashes is the background music video on the start up screen that will definitely have to be removed so it stops with the crashes...,negatif
I'm glad that net Marple makes this game because it came out perfect just like the seven deadly sins game,positif
loading time 😡,negatif
best game i play so far,positif
Very nice graphics and hd textures event also good but one problem still there that must be fixed is that glitches some times charector doesn't use their ultimate skill and some time monster became immortal without any artifacts or elemental suppot plz fix it.,positif
"gamenya bagus banget si ya tapi dev harus support buat hp yang mid range biar bisa main dan laku, kalo bisa awal main bisa langsung setting grafik agar para pemain nyaman jadi kadang misal ada hp yang ingin bermain tapi hp nya tidak terlalu bagus bisa atur grafik dan fps dulu jadi pas main walau tutorial tetap smooth",netral
nice bro 👍👍👍👍,positif
"I like most things about this game, however I'm left with a bad taste in my mouth with how insanely predatory the in game ads are. You can hardly do anything without being hit with a ""Buy this! Limited time discount!"" and frankly it's quite obnoxious. I know you need to make money but this is ridiculous.",netral
"suggestion, for bonds to have a claim all button for easier claiming of claimables.",positif
I love this game 💫❤️,positif
"After a year, the gameplay feels stale, catering only to new players completely neglecting its veteran community. It's overtly pay-to-win post-campaign. Developers just ramped up difficulty, I suggest a new, engaging storyline instead or give us the rest of the story.",negatif
"the game is good overall, but lately the game has been crashing in my phone a lot, along with lots of lag in game... I want to keep playing the game so I request the developers to see to this problem quickily",positif
"very foolish game,, I don't like it😵‍💫",negatif
this is awesome,positif
it's super good just would like make your own character,positif
"I love it, but it keeps on freezing on load screens and sometimes during the game",netral
"Bug, Force close, stuck",negatif
"Reconnecting error, I have no idea if it's just me. But whenever I go into the instance dungeon, I always get the circle reconnecting pop-up, I have always done it in x5 before and have no issue. I switched to Mobile data and Wifi connection continuously and still have the same effect. BUT I am still receiving over 400 Mbps internet. Such a good welcome back huh? If it wasn't for the G-Idle collab, I never would've reinstalled.",negatif
please prolong I-dle event i just start playing this game,positif
not satisfied,negatif
"Of course it's a nice game with high graffics and many other. But we want new main chapters, literally, I completed the hard, main, reverse 10 times. I know there are many more modes but I am curious to play more main chapters. Developer please put some efforts on your logo. The game is 5 ⭐but the logo is half ⭐.",positif
"I have deleted and reinstalled the game several times, but it still gets stuck on the login page.",negatif
this is the first time I am feeling bad for having read solo levelling already. If there could be more games with this kind of immersive story mode I don't know if I even want to read manhwas again,positif
can you pls reduce its download size pls,negatif
"Hello, I recently downloaded the game Solo Leveling Arise from the Play Store. However, after the game finishes loading, it does not start or respond at all. I’ve tried restarting my phone and reinstalling the game, but the issue still persists. Please look into this problem and provide a fix as soon as possible. Looking forward to an update. Thank you.",negatif
"I really enjoy the gameplay, but i did not play for 5 month or more my cha is somehow gone and she was 4 star and her weapon was gone to, and does also some of my other character that i got from the event gacha.",negatif
"After a year of playing, netmarble decided to use all of the players base suggestions and ideas that were specific to solo leveling arise, and implement them in not 1 but 2 new solo leveling games, in addition to not having any major new content for some time. it was a great game, but this demonstrates their intentions, and the way it was done is killing the game.",negatif
عالیه طرفدارشم,positif
very good 🎮🎮,positif
"I LOVE SOLO LEVELING MANGAS, GAMES AND ANIME. I LIKE THIS GAME VERY MUCH....",positif
I love this,positif
bekar hai gam,positif
Hope you can add an additional pair of weapon slot for jinwoo to switch during fights.,positif
Panget hnd nmn ma laro,negatif
very very bad game isko khulne mein bahut time lagta hai jab khul jata hai FIR dobara kholte Hain FIR usse bhi jyada time lagta hai to maine aapko yahi bolna chahunga realistic hai Varna isko bade mobile mein kah sakte hain oppo mein Nahin khulla,negatif
the game didn't finish downloading and it froze at the londing,netral
when I open the game it goes all background screen pink all over pink I didn't see my character at all,negatif
game screen not rotating while rotating mobile screen,negatif
I don't like opening the new version if it's all animation I'd probably like it more though the game is pretty good,positif
this game is not starting this game freeze in download table,negatif
I couldn't exit the damned tutorial and play around explore the game settings even after finishing chapter one. uninstalled it after that,negatif
Please fix the laggy issue in lobby menu .. if settin low graphics still lag.. please fix,negatif
I don't play this game but it's ads are annoying so it will get an honest 1 star if I could go lower I would. I would never recommend this game based solely on their ads.,negatif
"Aside from it throwing its purchase options at you all the time, it's honestly pretty good. While most of the story uses the panels from the comic, there are some game original animations and stories. As a fan i find this game pretty enjoyable but can get repetitive very easily",positif
"great graphics and very f2p friendly with a lot of events on a weekly basis. no stamina/energy? no problem this game does not revolve on that. only problem i have is when you auto the ai just does ridiculous bs like using ultimate to a boss who has not spawned yet. but other than that, its a 5☆ game!",positif
I uninstall this right now it's just waste of your efforts. it's just useless for Android users. I repeat it's just useless for Android users. It's takes too much time for loading in every 10 to 15 minutes. Even I have better Wi-Fi connection.even gensin impact with huge storage is better than this. Please fix this issue. Otherwise there is no point for Android users to play this game.,negatif
"too many bugs and freezes, I can't even redo the mission I had done because if I did even before the boss stage the games crashes and force me to log in again saying it was because of my internet even though my internet is stable at any other thing that this and it ran normally, 5-10mb/second",negatif
keeps kicking me out,negatif
Too much downloading! 😔,negatif
the game is not starting properly,negatif
the game is not lunching properly,positif
"after the new update , I can't able to open the game . it says that the verification is in process but I can't go further into it . please look into it .I can't able to play the game because of that",negatif
"It's an excellent game. Quite easy and fun to play. But this game is very laggy, not well optimised and causes mobile heating. So please fix these issues and give us some more daily rewards. As a F2P player, it's very hard to level up. Furthermore, it's a very good game.",positif
I don't know but this game is continuously having draw backs such as stop in mid way etc. please take measurements against this problem and also make the lagging minimum!,positif
"I don't know what is happening in this game. I am just downloading and downloading, something or the other keeps coming up again and again, sometimes 1.5GB, sometimes 8GB, that's why I deleted the game",negatif
update next story...eagerly waiting here..,positif
"the game is good, just lower the difficulty a bit, and fix the lag ..",positif
"The game just needs controller support for PlayStation. Controllers, that's all, even though it may not be on PlayStation. Mobile players may use their controllers on their phones. So, just for the heads up",positif
I am fan of solo leveling the game is faboiles please add multiplayer because we can play with friends and go to dungeons and do tasks like a real solo leveling,positif
good game for me I hope also other player can play this game,positif
"I've been playing for 6 months , I don't wanna quit the game but it's really getting boring: gates , Story repeated 5 times , same POD , same BFOT , guild system boring, stimulation gates lack creativity . Only good content is WBL",positif
sir I am giving this review as I am playing game for atleast 30 minutes and my phone get hot out of sudden so please do something about this at this rate I will leave the game,netral
"amazing game, auto battle does kinda kill the hype for the game however. everything is auto-performance based, not necessarily skill based. still a great game.",positif
do not download this game if you have a recharge of 1.5 gb or 1gb per day because it also takes more data after downloading,negatif
Game crashes way too much,positif
need collab with 7deadly sins and hopefully with Escanor character in the list,positif
"I really want this game for fighting bc I am bored of my own games, spasificly gacha life 2.",positif
love the game but it is not letting me pass the loading screen it just keeps me there I hope they would be an improvement soon,negatif
awesome 👍👍,positif
After the recent update my game is stuck on download table. No matter what i do i cannot play the game.,negatif
Best anime game,positif
this game is such an amazing game it is like a real anime i feel I am a sung jinwo this is the best game I have ever seen 🥵🥵,positif
Fix your Google Sign-In option. I'm thinking to uninstall this and move on.,negatif
bro battlefield of trial 60 hunter is so hard because boss is always moving fix this but 🤞🔥,positif
when will the lag get fixed in this game?,negatif
"The thing is my game gets stuck at some of initial chapters, where the tutorial is about the Ultimate skill, I don't know what's happening, I have tried downloading whole pack, clearing cache, reinstalling the game again and even resetting my phone but this isn't working out for me, Devs I need help.",negatif
Love the collab !!,positif
game dpesnt start,negatif
The best game that I have ever played,positif
"im sure this could be an entertaining game, but it takes too long to get started.",negatif
"honestly its one of the worst games out there, not only is there a lot of ads but there is just too many ingame purchases which make you not even want to play, some challanges are so hard that without buying things its just impossible to actually play. i am very disappointed in it and hope more people wont have to suffer as much as me. overall, its not worth it",negatif
Can not pvp battle play,negatif
develop full screen support this game haf screen bad experience this game,negatif
the devs are just milking this game it will die soon,negatif
"The game is very nice and the updates are awesome.. But I have one problem after updating, it can't start loading it's saying I should download the table but there isn't an option where I can download it.So I'm asking if you can assist me please.",positif
👏,positif
I have 18gb storage left but game said I don't have enough storage don't know why,negatif
the new update with the new loading screen is lagging my game.,negatif
so much patch file need to download and it's take too long to download,netral
what a game wow,positif
I cant even play because it takes 14 GB to even load the game if I can rate in the negatives I would rate is a -9 trillion,negatif
perfection,positif
Hey we all having same error here it says this game cannot played in an emulator enviroment on chromo os so guys pls fix this i love this game,negatif
I can't play the game now after purchasing subscribe it just keeps loading on the loading screen.,negatif
good work,positif
the game is good but every time I choose a nickname it doesn't let me confirm says it's prohibited,netral
"To be fair about my review I will try to sum it up. Game is taxing on battery life also running hot. Graphic and story seemed really good. Don't participate except for watching your character run around. Seems to be an all-around okay game, just extremely taxing on my system and therefore hard to run any graphical content in any way shape or form. This game will require a high-performance phone in order to run smoothly. All around I think it's an idle farming game I give it a 3 out of 5.",netral
good one game,positif
"The mobile version of this game is not good. I hope they fix it. So that many people can play this game. And I'm one of them, I hope so.",negatif
bakwas hai,negatif
good game experience but it would be best to decrease the game requirements because for weak devices the game is lagging pretty much but when I played the Pc version it was better and don't mind my suggestion many people would like to get a souls type of game other than a gacha game something like dark souls some open world game,netral
Muy fiel al cuento para dormir que es el manwa,negatif
This game is very fun to play when you're bored.,positif
this game will take much time to open that's not good and this performance is bed and game take large amount of data ..bad game improve this 🕐,negatif
"It's a massive game, takes alotta space but I still love it",positif
"Equipped Skills do not show up in fights. I've been playing this game since the start and it seems absolutely horrendous to see the game having bugs like this. At first I thought it was a problem with my game, but after a few updates the same problem continues. Even though my characters are on the highest level with some of the best stats, I still can't use the equipped skills of the MC in all of the fight modes, leading me to be stuck at levels I would have otherwise easily beaten before.",negatif
tgis game is amazing sooooooooooooo amazing,positif
𝒐𝒏𝒆 𝒐𝒇 𝒃𝒆𝒔𝒕 𝒈𝒂𝒎𝒆𝒔 𝑰 𝒆𝒗𝒆𝒓 𝒔𝒆𝒆𝒏,positif
Three different games and still sucks focus on one game this game doesn't have anything right now,negatif
this is very nice game,positif
"Solo living Arise game I like it. I love it this anime series I waiting S3 ... I went play solo living Arise game.but... I can't play this game because, my device is weak 😞",negatif
"i really liked everything about it from weapons to hunters anything they are really fantastic, I've never played such a wonderful game, I've got many SSR and other great weapons from draws and many other wonderful different hunter characters. By improving their armors it became very easy to clear any story. I firstly plated on simple mode, then semi and then auto mode it was really amazing. sometimes you will learn even from game even you win or not",positif
great game all and all just wish I could play it on a ps5,positif
disgusting!,negatif
This game is not playable. There are many problems with this game. It is not good to use.,negatif
"trash, getting stuck in loading screen",negatif
can you fix the second skill of yoh sohyun its useless,negatif
The all time best game,positif
this game is just for computer?,negatif
i love the graficis but when i try to play it always say requreid storege,negatif
it requires very much data,negatif
VIP VIP VIP VIP SOLO LEVELING I AM ANIME LOVER AND ANIME FAN I LIKE SOLO LEVELING MOBILE GAME 🎮,positif
This is the bestest game I ever played,positif
"can't even get the game to load there's always a new update or ""insufficient space""",negatif
Good game. But it becomes borong after some time,negatif
best no problem no glitch puore makhn,positif
Finally! Thank you for removing the Gold cost for unequipping Artifacts! This makes the game much more flexible and enjoyable. Please keep this change permanent—it improves the overall experience so much! Huge respect to the devs for listening to the players. 🙌🔥,positif
daaaaaamn 🗿✨,positif
it sounds and looks like the anime but everything needs a level and you need to wait 56 hours for 1 level a next one is 1 dag,positif
best game ever.,positif
"i recently download this game , tried yo log in but all in vain ,the download table reached to 100%still stucked at that page",negatif
besttttttt,positif
"since I downloaded this game it has not gotten pass the opening screen, i have tried reinstalling it but the same problem always.",negatif
"This game is low key trash after 2 hours of installation and 17 gb of storage drained and even up to 2gb of data gone the game didn't even work This is super annoying ,work on your game I rest my case 😌",negatif
Very bad experience 😕😕,negatif
this game is becoming annoying after updating the game it stucks on download table my internet is also fast,negatif
This is not work in update what's the problem I don't no😤😡,netral
The ultimate grind.,positif
"The developers don't understand their audience. Here is some free advice. We just want to gather resources, level heroes, do dailies in a few minutes and play everything on auto. If you force people to play the game themselves it's already bad for a mobile game. The characters are the draw, the thing people keep playing/spending for, not the gameplay. Don't force me to manually hit a stupid statue.",netral
"Stupidity at its finest. ""You have already completed the tutorial, would you like to skip it?"" Yes. ""Proceeds to force tutorial anyway"" okay. Uninstalled.",negatif
It got stuck on loading screen. I can't even judge the game itself,negatif
"Takes a long time to load and after that it freezes, I even downloaded it with another phone and still it doesn't play",negatif
I don't like the collaboration 😕,positif
"The character design pretty good and on point, the storyline is okay but slowed down significantly near mid to end game and wall gated into your team build (let's be real, pay gated), events are good for free to play player. But, sadly, above all that good things I said, the game system are in a such mess. Constant crash, bug everywhere, and the micro transaction kinda predatory if you want to play the game a little bit longer in daily basis (every content has a battle pass). it's netmarble..",negatif
this game is very brilliant and crash the Internet and its my inspiration 👏 👍 👌 🙌,positif
I hated it because it was not function in my phone,positif
"I'm giving a 1 star out of spite. The ad about this game is one of the most annoying I've ever experienced. No idea about the actual game tho, so don't bother thinking about my review",negatif
ye game bekaar he 10 din se mb mang hi Raha he start ho hi nahin Raha is game ke andar 6gb laga di fir bhi chalu nahin ho raha bekar he 😡😡😡😡😡😡👎👎👎👎👎👎,negatif
The problem is the new update.I don't really like it but it's still good,positif
game is not working 😭,negatif
"I love the weton as much as I love this game however I was introduced to it on Google Play games beta on my laptop . I o purchased items with my play points from the play store and cannot redeem them in my game on my laptop, even though my accounts are connected, when purchased it stated it would be in My game account yet it is not. I have contacted developers and Google yet no response or assistance don't let that deter you from a great game",positif
awesome to play injoy to watch the story,positif
nice experience,positif
please collab with king of fighters or one piece,positif
only I level up solo leveling arise is amazing,positif
my concern is memory capacity,netral
its a fun game but I am stuck on update it keeps failing over and over again,netral
I'm not going to even rate it. As a solo leveling fan. I'm highly disappointed ☹️😔 in this game. I can't even move pass the signing up phase. I tried with my personal Google account NO 🙂‍↔️ entry. I tried as a guest No 🙂‍↔️🙂‍↔️ entry. I'm so mad right now it's NOT funny. That star is there because it's needed to post about my DISAPPOINTMENT 😔😥. Failed to login in contact customer service... SERIOUSLY 😡👎🏼 I have never written a bad review about anything in my life netmarble GET IT RIGHT!,negatif
this game stays stuck at download table 100%. nothing after that,negatif
It's a great game but constantly closing app in the middle of playing.,negatif
"I can't tell you if the game is good or not. despite having 20gigs of free space on my phone after I download it, the game opens and then tells me I don't have enough storage. Everywhere I've read says 16 to 18 should be enough. I really wanted to try the game as I'm a huge fan of the series. Guess my only option is to uninstall and wait till I get a new phone.",negatif
story is fantastic,positif
very big size i downloaded 11gb and ask me to download 41gb files. 52gb android game. very disappointed 😞. this reason uninstall game.🤬.,negatif
اللعبة أصبحت سيئة جدا مليئة النساء و الأطوار أصبحت مملة جدا لا يوجد PvP و co-op 😡😡,negatif
not worth downloading it keeps crashing on the loading screen,negatif
one of the best game I played good 😊😊😊😊😊,positif
this game start service is very very very bad yes or no,negatif
graphighs is very good but the fights are bad,negatif
Amazing game....specially different characters and their fighting style 🤩🤩🤩,positif
it is a good game and graphics but the problem is that the game is play automatically without any reason and I don't touch any screen but a player in my way when I click on one person please play automatically,negatif
"after the patch, it just says error with patch. Try to re-download, and it doesn't work",negatif
bro my gem is not satar,positif
Clunky control and Unoptimized.,negatif
I love the game since this stupid new update came up which is yesterday June 3 I can't use my shadows in story mode anymore if I use them they will be invisible but I can still use it in gates. pls update the game again and this time shadows should only run out when mana is finished not run out in 17 or 15 seconds and that thing use for shadows extraction should be available in story mode not only gates,netral
worst opening video because the flashy transformation hits eyes hard,negatif
"Idk why Sollev Arise always force closes in my device, even though I just changed to a new device and can play heavy games, I just download it and want to make new acc with my gmail but suddenly the apps force close, even after i delete data and force to stop then redownload the apps it's still same, I can't get into the game and it always gets stuck on the Sollev Arise logo and then it always exit, I will rate it to 5 stars if this bug or crash is fixed, thank you",negatif
The game is not well optimised and heats up my device though I have combatted against the heating issue using a cooler.....the game is overall good but I quit cause I can't play the game without a cooler during my free time and the heat is sometimes annoying...,negatif
use too much data and is just money consuming,negatif
THE ONLY GAME I LIKE,positif
I love,positif
"game is amazing but their power calculating system is really bad, i reported that but didn't change anything",netral
Excellent 👌👌 Keep improving and you will continue to be the best 😎,positif
Lot better since new update,positif
nice game 🎮,positif
I'm here for I-dle :),positif
hi graphic I love this game,positif
this game is amazing 🤩,positif
"You spoiled my enjoyment with the new update I_dle, I didn't like the introduction of the K_pop In the game you even manipulated the characters and this is contrary to the main idea of the Manhwa",negatif
solo living is the best and most rielastic game aver,positif
My god this game is the best now I know why play store literally added the game the first second it was released😮😮,positif
I enjoy this alot,positif
"I originally gave it 4 stars but since the update, the game keeps loading mid boss fight. It's really annoying to keep closing the game just to lose my progress 😒 😤",netral
this is a awesome game.but small disappointed some bugs face in loading time.my processor was a snapdragon 8s gen 3 this flagship level chip.thats way my opinion is this game smoothly work.but way I don't know will playing game will face graphics issue.My graphics is a adreno 735 will this game working smoothly.please fix the bugs.then this game buttery smooth because this is a awesome and wonderful game.,positif
"Good game, but the only thing is everytime.I try to continue playing on my phone.It just goes dark and it Kix me out.And I end up on my home screen again",positif
very nice game 🎮,positif
❤️‍🔥,positif
error login every time the game is updated or release new content. too much bugs,negatif
graphic is good but when opening the application it takes a long time and also leveling up is too hard than I thought it would be sometimes I feel like deleting the game from my device,negatif
It looks good to you but I don't know why it doesn't start It stands out like a picture that's It looks good to you but I don't know why it doesn't start It stands out like a picture that's boring,negatif
game ran fine till the collaboration update. now it won't go past the loading screen.,negatif
this game is suck didn't even start it's keep loading,negatif
"This game is best out there and gives you the feel of Jin Woo but the only thing I dislike is, your summoned soldiers will go back after some time if they are not killed and you have to wait some time until you can summon them again. This is very bad because in the anime, the soldiers use jinwoo's mana and not disappear out of no where! they could die but come back instantly by jinwoo's mana not after a long time wait.",netral
this game so fun solo leveling arise the best game!,positif
the new update is cool 😎,positif
I'm going to play this and giving it a good rating in advance just because of Idle,positif
"My favourite game and anime Solo leveling arise, 😇",positif
"I have installed the July 3rd update, but after the display shows the download table 100% it is stucked. no further instructions whatsoever. It is a pity because I quite enjoyed the game so far.",netral
"There so many bug in my account .. inductory tutorial problem no battle pass icon , battlefield trial bug im at 44% no back to stage 1 after finnis its stocks fix it so i can change tje rating",positif
"much better than expected, but the game stucks at loading screens sometimes and it's kind of annoying because until I restart the game will be stuck in in the loading screen.",positif
Too much loading. It's annoying.,netral
worth keeping on your phone,positif
I love the graphics and the gameplay is perfect I hope to more of this game in the future,positif
invincible,positif
f2p friendly game . devs are very generous in giving free draws🥰👌,positif
good game downloading takes a lot of time and it doesn't even support background download so -1000 aura points for that,netral
